Solution Type,States Searched,Unique States Searched,Backtracks,Dominance Moves,States Removed From Cache,Final States In Cache,Final Buckets In Cache,Maximum Search Depth,Final Search Depth,Time Taken (milliseconds),ID
unsolvable,1304,493,1303,141,0,352,389,17,0,1,game356
solved,139,78,61,34,0,44,53,78,78,0,game357
solved,191,80,111,36,0,44,53,80,80,0,game358
solved,639,153,554,46,0,107,193,85,85,0,game359
solved,114,71,43,28,0,43,53,71,71,0,game36
solved,135,79,56,30,0,49,53,79,79,0,game360
solved,144,75,69,33,0,42,53,75,75,0,game361
solved,118,73,45,30,0,43,53,73,73,0,game362
solved,2974,1004,2902,238,0,766,769,72,72,2,game363
solved,319,99,227,40,0,59,97,92,92,0,game364
solved,191948,85552,191869,55746,0,29806,49157,79,79,159,game365
solved,130,86,44,37,0,49,53,86,86,0,game366
solved,143,88,66,30,0,58,97,77,77,0,game367
solved,1820,462,1731,56,0,406,769,89,89,2,game368
solved,333,114,219,31,0,83,97,114,114,0,game369
solved,1092,190,916,30,0,160,193,176,176,0,game37
unsolvable,9312578,3113884,9312577,693675,0,2420209,3145739,46,0,12773,game370
solved,159,79,80,28,0,51,53,79,79,0,game371
solved,906,262,812,37,0,225,389,94,94,0,game372
solved,92064,23759,91993,4941,0,18818,24593,71,71,98,game373
solved,129,88,44,33,0,55,97,85,85,0,game374
solved,148,81,67,37,0,44,53,81,81,0,game375
solved,303,97,209,33,0,64,97,94,94,0,game376
solved,134,96,61,27,0,69,97,73,73,0,game377
solved,217,87,132,33,0,54,97,85,85,0,game378
solved,370168,79290,370085,903,0,78387,98317,83,83,385,game379
solved,174,78,96,31,0,47,53,78,78,0,game38
solved,119,73,46,28,0,45,53,73,73,0,game380
solved,116,84,40,31,0,53,53,76,76,0,game381
solved,776,433,686,209,0,224,389,90,90,0,game382
solved,200682,62660,200601,8248,0,54412,98317,81,81,251,game383
solved,181,84,97,26,0,58,97,84,84,0,game384
solved,130,94,46,34,0,60,97,84,84,0,game385
solved,216,86,133,35,0,51,53,83,83,0,game386
solved,114,77,37,35,0,42,53,77,77,0,game387
solved,216,83,133,31,0,52,53,83,83,0,game388
solved,149,83,66,41,0,42,53,83,83,0,game389
solved,116,85,31,33,0,52,53,85,85,0,game39
solved,157,76,81,33,0,43,53,76,76,0,game390
solved,156,88,68,32,0,56,97,88,88,0,game391
solved,2281,319,2200,50,0,269,389,81,81,1,game392
solved,132,72,60,30,0,42,53,72,72,0,game393
solved,269,82,199,30,0,52,53,70,70,0,game394
solved,404,166,328,35,0,131,193,76,76,1,game395
solved,112,67,45,28,0,39,53,67,67,0,game396
solved,348,188,278,128,0,60,97,70,70,0,game397
solved,260,186,180,34,0,152,193,80,80,0,game398
solved,300,94,208,34,0,60,97,92,92,0,game399
solved,433,116,325,34,0,82,97,108,108,0,game4
solved,4104310,1045430,4104241,454803,0,590627,786433,85,69,4116,game40
solved,103,80,25,31,0,49,53,78,78,0,game400
solved,479,245,397,37,0,208,389,82,82,1,game401
solved,332,93,245,39,0,54,97,87,87,0,game402
